Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_53.0,C_53.5,C_54.0,C_54.5,C_55.0,C_55.5,C_56.0,C_56.5,C_57.0,C_57.5,C_58.0,P_53.0,P_53.5,P_54.0,P_54.5,P_55.0,P_55.5,P_56.0,P_56.5,P_57.0,P_57.5,P_58.0
ORCL,Bear Put Spread,-32.64,208.0,242.0,208.0,38.25,61.75,-0.15692307692307692,-63.0,4.000000000000001,0.9999999999999999,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ORCL,Bear Put Spread,-21.06,134.0,116.0,134.0,43.3,56.7,-0.1571641791044776,-41.0,0.9999999999999981,1.0000000000000002,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ORCL,Bear Put Spread,-35.3,223.0,127.0,223.0,45.04,54.96,-0.15829596412556052,-54.0,-4.000000000000001,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ORCL,Bear Put Spread,-22.41,131.0,219.0,131.0,35.05,64.95,-0.17106870229007634,-47.0,7.000000000000001,-1.0000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ORCL,Bear Put Spread,-35.44,204.0,196.0,204.0,39.9,60.1,-0.1737254901960784,-59.00000000000001,2.0000000000000004,0.9999999999999999,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ORCL,Bear Put Spread,-29.0,163.0,87.0,163.0,46.81,53.19,-0.17791411042944785,-40.0,-1.9999999999999991,2.0,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
ORCL,Bear Put Spread,-33.88,189.0,61.0,189.0,50.39,49.61,-0.17925925925925928,-39.0,-7.000000000000001,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
ORCL,Bear Put Spread,-36.23,196.0,154.0,196.0,41.59,58.41,-0.1848469387755102,-55.00000000000001,1.0000000000000009,0.9999999999999999,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ORCL,Bear Put Spread,-34.56,183.0,117.0,183.0,43.3,56.7,-0.18885245901639344,-48.00000000000001,-1.0000000000000009,2.0,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ORCL,Bear Put Spread,-31.19,164.0,36.0,164.0,55.82,44.18,-0.1901829268292683,-30.999999999999993,-7.000000000000001,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
