Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_52.0,C_52.5,C_53.0,C_53.5,C_54.0,C_54.5,C_55.0,C_55.5,C_56.0,C_56.5,C_57.0,C_57.5,P_52.0,P_52.5,P_53.0,P_53.5,P_54.0,P_54.5,P_55.0,P_55.5,P_56.0,P_56.5,P_57.0,P_57.5
MDLZ,Bear Call Spread,-20.25,-41.000000000000014,41.000000000000014,108.99999999999999,53.96,45.77,-0.1857798165137615,-18.0,-0.9999999999999996,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-17.18,-8.0,8.0,92.0,69.99,29.74,-0.1867391304347826,-10.0,-2.0000000000000004,1.0000000000000002,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-11.47,-40.0,40.0,60.0,46.69,53.03,-0.19116666666666668,-12.000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-17.92,-13.0,13.0,87.0,63.68,36.05,-0.2059770114942529,-10.999999999999998,-1.9999999999999991,1.0000000000000002,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-16.33,-21.0,21.0,79.0,58.22,41.51,-0.20670886075949366,-12.0,-0.9999999999999996,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-24.89,-130.0,130.0,120.0,38.03,61.69,-0.20741666666666667,-27.999999999999996,1.9999999999999991,-1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-24.13,-190.0,190.0,110.0,32.51,67.22,-0.21936363636363634,-30.000000000000004,3.9999999999999996,-1.0000000000000002,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-18.28,-74.99999999999997,74.99999999999997,75.00000000000003,38.03,61.69,-0.24373333333333325,-17.000000000000004,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-25.39,-146.0,146.0,104.0,33.87,65.86,-0.2441346153846154,-27.0,3.0,-1.0000000000000002,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-20.24,-24.000000000000014,24.000000000000014,75.99999999999999,52.52,47.21,-0.26631578947368423,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-23.56,-163.0,163.0,87.0,28.59,71.14,-0.2708045977011494,-24.0,3.9999999999999996,-1.0000000000000002,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-26.96,-104.0,104.0,96.0,35.24,64.49,-0.2808333333333333,-21.999999999999996,1.9999999999999991,-1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-16.7,-42.0,42.0,58.0,39.46,60.27,-0.2879310344827586,-12.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
